scenario_id,model_a_id,model_b_id,variable,value_a,value_b,tolerance_pct,deviation_pct,message
prolonged_contained,mpsge_jl,lngst,commodity_price_shocks[lng],25,126.39090909090909,50.0,133.95,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[lng]: LLM=25, lngst=126.39090909090909 (deviation: 133.9%, threshold: 50.0%)"
prolonged_contained,mpsge_jl,world_helium_model,commodity_price_shocks[helium],30,0.0,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[helium]: LLM=30, world_helium_model=0.0 (deviation: 200.0%, threshold: 50.0%)"
prolonged_contained,mpsge_jl,world_fertilizer,commodity_price_shocks[fertilizer],0,23.756,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[fertilizer]: LLM=0, world_fertilizer=23.756 (deviation: 200.0%, threshold: 50.0%)"
prolonged_contained,pycge,poles_jrc,oil_price_shock_pct,0.0,60.5,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input oil_price_shock_pct: LLM=0.0, poles_jrc=60.5 (deviation: 200.0%, threshold: 50.0%)"
prolonged_contained,pycge,world_helium_model,commodity_price_shocks[helium],30,0.0,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[helium]: LLM=30, world_helium_model=0.0 (deviation: 200.0%, threshold: 50.0%)"
prolonged_contained,pycge,world_fertilizer,commodity_price_shocks[fertilizer],0,23.756,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[fertilizer]: LLM=0, world_fertilizer=23.756 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,fed_oil,poles_jrc,oil_price_change_pct,25.0,58.25,50.0,79.88,"LLM-extracted vs upstream-computed disagreement on fed_oil input oil_price_change_pct: LLM=25.0, poles_jrc=58.25 (deviation: 79.9%, threshold: 50.0%)"
swift_escalated,nrel,lngst,natural_gas_price_change_pct,0.0,126.39090909090909,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on nrel input natural_gas_price_change_pct: LLM=0.0, lngst=126.39090909090909 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,mpsge_jl,poles_jrc,oil_price_shock_pct,0.0,58.25,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input oil_price_shock_pct: LLM=0.0, poles_jrc=58.25 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,mpsge_jl,lngst,commodity_price_shocks[lng],25,126.39090909090909,50.0,133.95,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[lng]: LLM=25, lngst=126.39090909090909 (deviation: 133.9%, threshold: 50.0%)"
swift_escalated,mpsge_jl,world_helium_model,commodity_price_shocks[helium],30,0.0,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[helium]: LLM=30, world_helium_model=0.0 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,mpsge_jl,world_fertilizer,commodity_price_shocks[fertilizer],0,23.756,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[fertilizer]: LLM=0, world_fertilizer=23.756 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,pycge,poles_jrc,oil_price_shock_pct,0.0,58.25,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input oil_price_shock_pct: LLM=0.0, poles_jrc=58.25 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,pycge,world_helium_model,commodity_price_shocks[helium],30,0.0,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[helium]: LLM=30, world_helium_model=0.0 (deviation: 200.0%, threshold: 50.0%)"
swift_escalated,pycge,world_fertilizer,commodity_price_shocks[fertilizer],0,23.756,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[fertilizer]: LLM=0, world_fertilizer=23.756 (deviation: 200.0%, threshold: 50.0%)"
prolonged_escalated,nrel,lngst,natural_gas_price_change_pct,0.0,126.39090909090909,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on nrel input natural_gas_price_change_pct: LLM=0.0, lngst=126.39090909090909 (deviation: 200.0%, threshold: 50.0%)"
prolonged_escalated,mpsge_jl,poles_jrc,oil_price_shock_pct,0.0,51.82,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input oil_price_shock_pct: LLM=0.0, poles_jrc=51.82 (deviation: 200.0%, threshold: 50.0%)"
prolonged_escalated,mpsge_jl,lngst,commodity_price_shocks[lng],25,126.39090909090909,50.0,133.95,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[lng]: LLM=25, lngst=126.39090909090909 (deviation: 133.9%, threshold: 50.0%)"
prolonged_escalated,mpsge_jl,world_fertilizer,commodity_price_shocks[fertilizer],0,23.756,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[fertilizer]: LLM=0, world_fertilizer=23.756 (deviation: 200.0%, threshold: 50.0%)"
prolonged_escalated,pycge,poles_jrc,oil_price_shock_pct,0.0,51.82,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input oil_price_shock_pct: LLM=0.0, poles_jrc=51.82 (deviation: 200.0%, threshold: 50.0%)"
prolonged_escalated,pycge,world_fertilizer,commodity_price_shocks[fertilizer],0.0,23.756,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[fertilizer]: LLM=0.0, world_fertilizer=23.756 (deviation: 200.0%, threshold: 50.0%)"
infrastructure_collapse,nrel,lngst,natural_gas_price_change_pct,50.0,126.39090909090909,50.0,86.62,"LLM-extracted vs upstream-computed disagreement on nrel input natural_gas_price_change_pct: LLM=50.0, lngst=126.39090909090909 (deviation: 86.6%, threshold: 50.0%)"
infrastructure_collapse,mpsge_jl,poles_jrc,oil_price_shock_pct,100.0,48.36,50.0,69.61,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input oil_price_shock_pct: LLM=100.0, poles_jrc=48.36 (deviation: 69.6%, threshold: 50.0%)"
infrastructure_collapse,mpsge_jl,lngst,commodity_price_shocks[lng],25.0,126.39090909090909,50.0,133.95,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[lng]: LLM=25.0, lngst=126.39090909090909 (deviation: 133.9%, threshold: 50.0%)"
infrastructure_collapse,mpsge_jl,world_helium_model,commodity_price_shocks[helium],30.0,0.3,50.0,196.04,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[helium]: LLM=30.0, world_helium_model=0.3 (deviation: 196.0%, threshold: 50.0%)"
infrastructure_collapse,mpsge_jl,world_fertilizer,commodity_price_shocks[fertilizer],0.0,30.321,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[fertilizer]: LLM=0.0, world_fertilizer=30.321 (deviation: 200.0%, threshold: 50.0%)"
infrastructure_collapse,mpsge_jl,cwatm,commodity_price_shocks[water],0.0,9.091,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on mpsge_jl input commodity_price_shocks[water]: LLM=0.0, cwatm=9.091 (deviation: 200.0%, threshold: 50.0%)"
infrastructure_collapse,pycge,poles_jrc,oil_price_shock_pct,500.0,48.36,50.0,164.72,"LLM-extracted vs upstream-computed disagreement on pycge input oil_price_shock_pct: LLM=500.0, poles_jrc=48.36 (deviation: 164.7%, threshold: 50.0%)"
infrastructure_collapse,pycge,world_helium_model,commodity_price_shocks[helium],30.0,0.3,50.0,196.04,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[helium]: LLM=30.0, world_helium_model=0.3 (deviation: 196.0%, threshold: 50.0%)"
infrastructure_collapse,pycge,cwatm,commodity_price_shocks[water],0.0,9.091,50.0,200.0,"LLM-extracted vs upstream-computed disagreement on pycge input commodity_price_shocks[water]: LLM=0.0, cwatm=9.091 (deviation: 200.0%, threshold: 50.0%)"
